,index,id,created_at,user_id,username,name,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,quote_url,video,thumbnail,reply_to,tweet_word_count,polarity,subjectivity
2243,2569,1504501312179912709,2022-03-17 17:53:59,2188619364,keubiko,Keubiko🇺🇦,Berkshire Hathaway 10 year return vs. $SPY (with dividends reinvested).  $BRK.A $BRK.B  https://t.co/KCrYtN5mv3,0,0,1,33,24,269,0,3,0,1,1,0,13,0.0,0.0
2244,2571,1504501125369806856,2022-03-17 17:53:15,59255638,pammcwaid,Pam McWaid Realtor,What's been cooking at your house lately? 🍝 🍳 🍕  Pam McWaid 805-377-7221 Pam@LifeInThe805.com Berkshire Hathaway HomeServices California Realty  https://t.co/JSV2hSOVNe  https://t.co/3E4u5kwBxa,0,1,1,0,0,0,0,0,0,1,1,0,21,-0.3,0.6
2245,2572,1504500829499248658,2022-03-17 17:52:04,8736882,globeandmail,The Globe and Mail,Occidental Petroleum rises after Warren Buffett’s Berkshire Hathaway reveals 14.6% stake  https://t.co/RboG1OwQ2F,0,1,0,2,1,3,0,0,0,0,0,0,12,0.0,0.0
2246,2574,1504500025610891264,2022-03-17 17:48:53,1294729278693740545,tonyaja61797073,あいな愛奈,#WarrenBuffett : Berkshire Hathaway: A shares now worth more than a million dollars #WarrenBuffett    #BerkshireHathaway    @WarrenBuffetter,3,0,0,0,0,2,3,0,0,0,0,0,16,0.4,0.3
2247,2575,1504499713390821385,2022-03-17 17:47:38,52761258,townerealty,Towne Realty,Have a quick second?  Take a look at this tour we created... #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/kKBmcJTCOF,0,1,0,0,0,0,7,0,0,0,0,0,20,0.16666666666666666,0.25
2248,2576,1504497745025028110,2022-03-17 17:39:49,838053668473737216,bobknighthomes,Bob Knight,"Bob Knight, REALTOR - Associate Broker Berkshire Hathaway HomeServices Georgia Properties - 85 North Office 404-660-6421 Bob.knight@bhhsga.com  https://t.co/U8LaF3Huwj  https://t.co/MakuG7jndk",0,1,1,0,0,0,0,0,0,1,1,0,19,0.0,0.0
2249,2577,1504497036908974093,2022-03-17 17:37:00,1443667719509917696,shawnestabrook3,Shawn Estabrooks,"@POTUS Gota fuel those multinational corporations that took over everything, eh Joe? With the existence of these companies, America and most of the world will always be locked in service to them. Creating slaves to flags like berkshire Hathaway",0,0,0,0,0,0,0,0,0,0,0,1,39,0.5,0.5
2250,2578,1504496142482128899,2022-03-17 17:33:27,246431195,juliefmrealtor,Julie Fournier,"You can make this house your home! Ask me for more info. #realestate   https://t.co/ynx1OkAodI  Berkshire Hathaway HomeServices Premier Properties 1815 38th St. S. Fargo, ND 58103  https://t.co/2LdLFV6TWG",0,1,1,0,0,0,1,0,0,1,1,0,27,0.5,0.5
2251,2579,1504495896620580864,2022-03-17 17:32:28,1330926111509803011,network_sage,Sage Garden Network,Berkshire Hathaway stock price reaches $500000 –  https://t.co/aTTO29gNTn  https://t.co/A9hzKhqsk6,0,2,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0
2252,2580,1504495780601774084,2022-03-17 17:32:00,14268639,stlplace,mxu (he/him/his),Berkshire Hathaway annual shareholder meeting 2022.  https://t.co/584kYHISak $BRKA $BRKB #BerkshireHathaway #shareholderMeeting2022  #Omaha /2,0,1,0,0,0,0,3,2,0,0,0,0,13,0.0,0.0
2253,2581,1504495758371958790,2022-03-17 17:31:55,954046721931272193,staugliving,Danielle Fraser Real Estate,"Happy St. Patrick's Day! 🍀  Danielle Fraser, P.A. Berkshire Hathaway HomeServices 571-386-6354 Danielle@DanielleFraserRealEstate.com  https://t.co/dCWsEcLy69",0,0,0,0,0,1,0,0,0,1,1,0,14,1.0,1.0
2254,2582,1504495322176831488,2022-03-17 17:30:11,15110357,reutersbiz,Reuters Business,Occidental Petroleum rises after Buffett's Berkshire Hathaway reveals 14.6% stake  https://t.co/Wl1sD3lr83  https://t.co/JIYH1CWEg1,0,1,1,0,6,4,0,0,0,1,1,0,12,0.0,0.0
2255,2583,1504495283866148864,2022-03-17 17:30:02,1443667719509917696,shawnestabrook3,Shawn Estabrooks,"@Real_Xi_Jinping @pkracism @neko_tzuyu @ZOGBotSlayer With the sanctions on Russian oligarchs its safe to 100% assume that America is actually owned by the richest men in business, and they snuffed elon out of the group. Ex. berkshire Hathaway",0,0,0,1,0,0,0,0,0,0,0,4,37,0.16666666666666666,0.19999999999999998
2256,2584,1504494828331147264,2022-03-17 17:28:13,20418821,kerynenterprise,"Keryn Young, Realtor ®-BHHSCalifornia-Lic 01715093","KERYN YOUNG - REALTOR®  CRS, GRI. ABR  858-882-7080  -   Keryn@KerynYoung.com  https://t.co/FTkJxzmIwP  Berkshire Hathaway HomeServices California Properties Lic #: 01715093  https://t.co/VGemmCyUbV",0,1,1,0,0,0,0,0,0,1,1,0,20,0.1,0.4
2257,2585,1504494161256501250,2022-03-17 17:25:34,1554694909,tawngabrielle7,Tawn,Berkshire Hathaway Class A shares closed above a half-million dollars for the first time ever yesterday.,0,0,0,0,0,0,0,0,0,0,0,0,16,0.049999999999999996,0.17777777777777778
2258,2587,1504493643633242124,2022-03-17 17:23:31,1465739463389290508,quickstockbets,Quick Stockbets,$BRK-B Occidental Petroleum rises after Buffett's Berkshire Hathaway reveals 14.6% stak…  https://t.co/N4y9PRW6Ra,0,1,0,0,0,0,0,1,0,0,0,0,12,0.0,0.0
2259,2588,1504493178698805258,2022-03-17 17:21:40,1372902911865421826,hagemann_howard,Howard Hagemann,It could be the perfect time to sell your home! Get a quick estimate of your home's worth or call (512) 633-8599 for a quick chat.  Howard Hagemann Berkshire Hathaway Texas Realty  https://t.co/U0g1LSP1Xg  https://t.co/yj8IBydgzK,0,1,1,0,0,0,0,0,0,1,1,0,34,0.49166666666666664,0.525
2260,2589,1504492257994493961,2022-03-17 17:18:01,1462560859172057095,susheillamehta,Susheilla Mehta,"Sometimes, finding the right home feels like finding a four-leaf clover. But when you’ve got a Berkshire Hathaway HomeServices network agent like me, who knows where to look, I think we’ll find it.  Let me help you find your lucky charm!  #luckycharm #luxury #foreveragent #luxury  https://t.co/AtjxnPemGC",0,0,1,0,0,0,4,0,0,1,1,0,46,0.35119047619047616,0.6845238095238095
2261,2591,1504491814199304192,2022-03-17 17:16:15,926476769460240384,kalyanirudresh,Rudresh Kalyani,"#DidYouKnow class A share of #BerkshireHathaway costs 500K $, nearly 4 Crore  #financialeducation  #financialliteracy  #Investment  #StocksMarket",0,0,0,0,0,0,6,0,0,0,0,0,16,0.1,0.4
2262,2592,1504491652425076744,2022-03-17 17:15:36,135629035,bhhsnw,BHHS NW Real Estate,"Sometimes, finding the right home feels like finding a four-leaf clover. But when you’ve got a Berkshire Hathaway HomeServices network agent who knows where to look, we think you’ll find it.  Let us help you find your lucky charm!  https://t.co/JY027FebTe",0,0,1,0,0,0,0,0,0,1,1,0,40,0.35119047619047616,0.6845238095238095
2263,2593,1504491529913741315,2022-03-17 17:15:07,1323416438447738882,tycoonistmedia,Tycoonist,People that believe in value investing:  Berkshire Hathaway CEO,0,0,0,0,0,2,0,0,1,0,0,0,9,0.0,0.0
2264,2594,1504491388699914241,2022-03-17 17:14:33,1324181911355478017,bhletters,Quotes from Berkshire Hathaway Shareholder Letters,"Our criteria have nothing to do with maximizing immediately reportable earnings; our goal, rather, is to maximize eventual net worth.  - 1989 Berkshire Hathaway Shareholder Letter  #WarrenBuffett #ShareholderLetter",0,0,0,0,0,1,2,0,0,0,0,0,28,0.15,0.05
2265,2595,1504490740285677575,2022-03-17 17:11:59,963163717683826693,ryaneberhart3,RyRyEberhart,The @CrisscutNewYork L’Amour Collection is now available at @Borsheims!!  #Borsheims #ChristopherDesigns #BerkshireHathaway #WarrenBuffett #jewelry #diamonds #Omaha  https://t.co/u2q9cVcIx6,6,0,0,1,0,3,7,0,0,1,1,0,17,0.625,0.4
2266,2596,1504490440011104257,2022-03-17 17:10:47,1401610352920465409,skynetplatform,SkyNet Platforms: #TheBrain,"Occidental Petroleum Corp shares rose on Thursday after Warren Buffett's Berkshire Hathaway Inc said it spent nearly $1 billion on additional shares in the oil company, giving it a 14.6% stake....  https://t.co/6TVpALsMFF",0,1,0,0,0,0,0,0,0,0,0,0,32,0.19999999999999998,0.4833333333333334
2267,2597,1504490352102752259,2022-03-17 17:10:26,1652541,reuters,Reuters,Occidental Petroleum rises after Buffett's Berkshire Hathaway reveals 14.6% stake  https://t.co/ti69CN2er7  https://t.co/pYWUUoSkJ8,0,1,1,4,12,34,0,0,0,1,1,0,12,0.0,0.0
2268,2598,1504489481910562817,2022-03-17 17:06:59,1020970770,rawnewsmedia,RawNews.com,Occidental Petroleum surges 9% following Warren Buffett’s Berkshire Hathaway's continued growth in its stake in the oil producer  https://t.co/8ooynd9wd5,0,1,0,0,0,0,0,0,0,0,0,0,19,0.0,0.1
2269,2601,1504488507242266630,2022-03-17 17:03:06,1355424061027876867,stockexamen,Stockexamen - RIT@Work - AKA (MoneyBags),Occidental Petroleum Rises After Buffett's Berkshire Hathaway Reveals 14.6% Stake - U.S News &amp; World Report Money  https://t.co/XPeNRC4mGb,0,1,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0
2270,2602,1504487563611967493,2022-03-17 16:59:21,1333283589291601923,real_drn,Down Right News,Occidental Petroleum rises after Buffett’s Berkshire Hathaway reveals 14.6% stake  https://t.co/XXD1qWjP2g  https://t.co/5bFUkuqD0W,0,1,1,0,0,0,0,0,0,1,1,0,12,0.0,0.0
2271,2604,1504486683504304130,2022-03-17 16:55:52,332364947,simonsalhanyre,BHHS Simon & Salhany,Berkshire Hathaway HomeServices Simon &amp; Salhany Realty Inc We are looking for a buyer on 98 W Tallmadge Avenue #Akron #OH  #realestate  https://t.co/7QzfDvKcHV  https://t.co/1X9J4GcKwr,0,1,1,0,0,0,3,0,0,1,1,0,24,0.0,0.0
2272,2605,1504486172566777866,2022-03-17 16:53:50,434064748,blackcentaurfx,BlackCentaurFX,Occidental Petroleum rises after Buffett&amp;#8217;s Berkshire Hathaway reveals 14.6% stake  https://t.co/6cipxzkIA1 via FXEmpire #forex #fx,0,1,0,0,0,0,2,0,0,0,0,0,15,0.0,0.0
2273,2606,1504485916659773440,2022-03-17 16:52:49,1447312172,johneglass1,Raindrop,@420yooper69AMC Berkshire Hathaway stock under 1 Million is a buy in my opinion,0,0,0,1,0,2,0,0,0,0,0,1,13,0.0,0.0
2274,2607,1504485538073440262,2022-03-17 16:51:18,225093882,realtybiznews,Realty Biz News,Berkshire Hathaway HomeServices  https://t.co/9twxZhwlrT,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0
2275,2608,1504485402530365446,2022-03-17 16:50:46,1323416438447738882,tycoonistmedia,Tycoonist,Climbed from #11 in 2021 to #5 today. Berkshire Hathaway 10-year CAGR is now at 15% vs. 13.8% for the S&amp;P 500.   Buff Daddy is back.,0,0,0,0,0,1,0,0,1,0,0,0,26,0.0,0.0
2276,2609,1504485385535062018,2022-03-17 16:50:42,963495628545327104,stckpro,STCK.PRO,$BRK-A $BRK-B $OXY NEW ARTICLE : Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/g3y2K7A6vQ Get all the latest $BRK-A related news here :  https://t.co/TkhS4tNDPd  https://t.co/whcgbtusEM,0,2,1,0,0,0,0,4,0,1,1,0,38,0.21212121212121213,0.5848484848484848
2277,2610,1504484910253305859,2022-03-17 16:48:49,916787510822436864,topstockalerts1,Top Stock Alerts,"Why Is Berkshire Hathaway (BRK-A, BRK-B) Stock Up Today?  $BRK.A $BRK.B     https://t.co/sec6bl09XF",0,1,0,0,0,0,0,2,0,0,0,0,12,0.0,0.0
2278,2611,1504484776782139400,2022-03-17 16:48:17,617941747,ajansev2011,Ajansev,Occidental Petroleum soars 9% after Warren Buffett’s Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/JJ2NnsQgS8,0,1,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0
2279,2612,1504484498930483206,2022-03-17 16:47:11,7228352,theluckyman,Jason S ♋ 🇺🇸,Business Insider - Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/BZonOz8gHR  https://t.co/u0VbR5PSV6,0,1,1,0,0,0,0,0,0,1,1,0,25,0.0,0.0
2280,2613,1504484472120520719,2022-03-17 16:47:04,293968006,sportscircusint,SPORTS CIRCUS INT.,Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/xro2n3KEa1  https://t.co/88TZXWxysz,0,1,1,0,0,0,0,0,0,1,1,0,22,0.0,0.0
2281,2614,1504484471445229569,2022-03-17 16:47:04,40695119,marcuswevanssr,Marcus Evans 📚 ⚛️ 🔭 ⚖️ 💙 🎼 🏅,"Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer: Warren Buffett received 83.9 million Occidental warrants in 2019 that have an exercise price of $59.62, which means they are…  https://t.co/VYdM37FfcJ  https://t.co/7wQbkSMV7E",0,1,1,0,0,0,0,0,0,1,1,0,42,0.0,0.0
2282,2615,1504484470283329541,2022-03-17 16:47:04,1479785631530115072,tellmetimes,Tellme Times,Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/cro3yA4wye,0,1,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0
2283,2616,1504484469582954504,2022-03-17 16:47:04,2898918799,manleehood,Manny Hood,Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/OCGlPOwF3c,0,1,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0
2284,2618,1504484326276153352,2022-03-17 16:46:30,17354385,escruggs,escruggs,"Sometimes, finding the right home feels like finding a four-leaf clover. But when you’ve got a Berkshire Hathaway HomeServices network agent who knows where to look, we think you’ll find it.  https://t.co/ykzpq1rbio",0,0,1,0,0,0,0,0,0,1,1,0,32,0.2857142857142857,0.5357142857142857
2285,2619,1504483931025928195,2022-03-17 16:44:55,2322742057,iam_kimberlyj,"Kimberly Jenkins Realtor, PSA, MRP, SRF, ABR, AHWD","Keep an eye out for four-leaf clovers today. It might be your lucky day! #StPatricksDay Kimberly Jenkins ""Your Voice in Real Estate!"" REALTOR® Berkshire Hathaway HomeServices  https://t.co/Fk2woFMieV",0,0,0,0,0,0,1,0,0,1,1,0,27,0.3333333333333333,0.5666666666666667
2286,2620,1504483783793274881,2022-03-17 16:44:20,1382677869554458626,smorffer,smorffer,Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/qCypeOcCGZ (#Siguemeytesigo) (#Followback) (#News) (#SDV),0,1,0,0,0,2,4,0,0,0,0,0,25,0.0,0.0
2287,2621,1504483777417912320,2022-03-17 16:44:19,809880938339397632,giustchiro,Giust Chiropractic Center,"Berkshire Hathaway Travel Protection has released its rankings of the worlds safest countries and cities for travel in 2022, based upon an array of determining factors.   via:  https://t.co/Df1gfWHkcK  https://t.co/ibN5qjwky7",0,1,1,0,0,1,0,0,0,1,1,0,29,0.0,0.0
2288,2622,1504483534462877700,2022-03-17 16:43:21,65448361,mktsinsider,Markets Insider,Occidental Petroleum soars 9% after Warren Buffett's Berkshire Hathaway continues to build its stake in the oil and gas producer  https://t.co/4NMqPeCOXl,0,1,0,0,2,3,0,0,0,0,0,0,21,0.0,0.0
2289,2623,1504483462241480708,2022-03-17 16:43:04,96299484,iamueed2,Moe,"3/4  Using my self-developed comparison methodology, here are the top 5 companies (ranked by value) in today's top performing sector, ""The #BerkshireHathaway portfolio"":  1) $VZ 2) $JNJ 3) $PG 4) $ABBV 5) $KO   Therefore, @Verizon  Communications Inc. presents the best value.  https://t.co/9hTr0MwzZZ",3,0,1,1,0,0,1,5,0,1,1,0,42,0.6666666666666666,0.43333333333333335
2290,2624,1504483413910175747,2022-03-17 16:42:52,52761258,townerealty,Towne Realty,Let us make your home owning dreams come true! #RealEstate #dreamhome #BHHS #HRVA #realestate #experts #home #BerkshireHathaway #TowneRealty  https://t.co/89EhM1blgB,0,1,0,0,0,0,9,0,0,0,0,0,19,0.4375,0.65
2291,2625,1504483371430264832,2022-03-17 16:42:42,845529688747393024,42stocks,42 Stocks,2022-03-17 11:35 AM $OXY #OXY_Petroleum Occidental Petroleum up 7.93% = $4.04 billion gain.   https://t.co/QYVtjcp4FO (Mar 17) Berkshire Hathaway Again Boosts Its Stake in Occidental Petroleum  https://t.co/yu5ryxBw5d,0,1,1,0,0,0,1,1,0,1,1,0,26,0.0,0.0
2292,2626,1504483023164567560,2022-03-17 16:41:19,1496606190935097357,xyx94576837,xyx,"@mbresee12 @BLZCapital @zerohedge and yet those who invested $10,000 in Berkshire Hathaway in 1965 are above the $165 million mark today.",0,0,0,0,0,0,0,0,0,0,0,3,21,0.0,0.1
2293,2627,1504482823649988609,2022-03-17 16:40:31,2511180354,rundmc_dawn,rundmc,"Hoping today is a lucky day for you. Happy #StPatricksDay! #celebrate  Berkshire Hathaway HomeServices Premier Properties 1815 38th St. S. Fargo, ND 58103  https://t.co/ltNMyhQquu",0,0,1,0,0,0,2,0,0,1,1,0,24,0.6666666666666666,0.9166666666666667
2294,2628,1504482715986395150,2022-03-17 16:40:06,3114448031,bs_marker,BSMARKER,"Stock: $BRK.B - Berkshire Hathaway *** NEWS *** Why Is Berkshire Hathaway (BRK-A, BRK-B) Stock Up Today? - InvestorPlace  https://t.co/FHR04OJiPW Try now the Best Pivot Point Calculator!!  https://t.co/v0NUcxpr8g #tradingview #stocks #stockstowatch  https://t.co/ly9RaMVVU1",0,2,1,0,2,2,3,1,0,1,1,0,32,1.0,0.3
2295,2629,1504482703378329612,2022-03-17 16:40:03,108617488,newsinvesting,Investing.com News,Occidental Petroleum rises after Buffett's Berkshire Hathaway reveals 14.6% stake -  https://t.co/NkPBxncT7u,0,1,0,0,0,3,0,0,0,0,0,0,12,0.0,0.0
2296,2630,1504482571559743491,2022-03-17 16:39:31,2585696372,bloombergca,Bloomberg Canada,"Warren Buffett’s Berkshire Hathaway snapped up 18.1 million additional shares of Occidental Petroleum, giving the conglomerate a 14.6% stake in the oil giant  https://t.co/wbPdZIsfJI",0,1,0,0,0,1,0,0,0,0,0,0,24,0.0,1.0
2297,2631,1504481957001920521,2022-03-17 16:37:05,327109926,valuentum,Valuentum,Berkshire Hathaway Is Firing on All Cylinders; Shares Surging  #BerkshireHathaway #Berkshire #Buffett #Apple #investing #stocks    https://t.co/fMs4J1tmY5,0,1,0,0,1,0,6,0,0,0,0,0,16,0.0,0.0
2298,2632,1504481667410399240,2022-03-17 16:35:56,16659697,fandrhomes,FandRhomes,"Happy St. Patrick's Day! If you don't find a four-leaf clover today, that's okay -- you've got some right here. Frank Filippone Berkshire Hathaway HomeServices Towne Realty we are with you every step of the way contract to closing  https://t.co/gabTZErdWf",0,0,1,0,0,0,0,0,0,1,1,0,40,0.5952380952380952,0.6785714285714285
2299,2633,1504481585562722307,2022-03-17 16:35:36,963495628545327104,stckpro,STCK.PRO,$BRK-A $BRK-B $OXY NEW ARTICLE : Occidental Petroleum rises after Buffett's Berkshire Hathaway reveals 14.6% stake  https://t.co/a6DGMubPx8 Get all the latest $BRK-A related news here :  https://t.co/TkhS4tNDPd  https://t.co/mUMKkopf6W,0,2,1,0,0,0,0,4,0,1,1,0,28,0.21212121212121213,0.5848484848484848
2300,2634,1504481455296040969,2022-03-17 16:35:05,1197645352645603329,halttrade,TradeTheHalt,"$BRK-A $BRK-B $OXY Key News Update Berkshire Hathaway boosts Occidental Petroleum stake to 14.6%  https://t.co/SxUt9VoQTI Stock alerts, news, and trade ideas at  https://t.co/Qkw92RLxV8  #daytrading #stocks #stockmarket",0,2,0,0,0,0,3,3,0,0,0,0,26,0.0,1.0
2301,2635,1504481402028703744,2022-03-17 16:34:52,96299484,iamueed2,Moe,"Market Analysis #3  1/4 The Top 5 best performing sectors on the #stockmarket today are:   1) The #Berkshire Hathaway portfolio,  2) Oil and gas stocks,   3) #Cannabis stocks,  4) High-yield dividend stocks, 5) #Biotech and drug stocks  https://t.co/KZu2EE6vuR",0,0,1,1,0,1,4,0,0,1,1,0,38,0.75,0.4
2302,2636,1504480729899491336,2022-03-17 16:32:12,46105095,alexbloor,𝗕𝗹𝗼𝗼𝗿,@immi_beresford @freetrade Awh I only got a £5 share this time !!!  But last time I got a Berkshire Hathaway B share. So no complaints from me.,0,0,0,0,0,0,0,0,0,0,0,2,27,0.0,0.5333333333333333
2303,2637,1504480466962829317,2022-03-17 16:31:09,2812632288,investingstockz,Investing.com Stocks,Occidental Petroleum rises after Buffett's #BerkshireHathaway reveals 14.6% stake -  https://t.co/JSeMFmKy46,0,1,0,0,0,0,1,0,0,0,0,0,11,0.0,0.0
2304,2638,1504480335219724294,2022-03-17 16:30:38,1094292695235944449,petroleumprodu1,Petroleum Products & Solutions,Oxy rises after Buffett's Berkshire Hathaway reveals 14.6% stake  https://t.co/dcK40uRY8J,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
2305,2639,1504480188033220612,2022-03-17 16:30:03,1197645352645603329,halttrade,TradeTheHalt,"$BRK-A $BRK-B Key News Update Berkshire Hathaway shares rally past $500,000  https://t.co/B2TMJOlFIh Stock alerts, news, and trade ideas at  https://t.co/Qkw92RLxV8  #daytrading #stocks #stockmarket",0,2,0,0,0,1,3,2,0,0,0,0,23,-0.125,0.625
2306,2641,1504479606530748427,2022-03-17 16:27:44,74739954,envirobrokervt,Tina Golon,"Sometimes, finding the right home feels like finding a four-leaf clover. But when you’ve got a Berkshire Hathaway HomeServices network agent who knows where to look, we think you’ll find it.  https://t.co/5JTWnuyyv1",0,0,1,0,0,0,0,0,0,1,1,0,32,0.2857142857142857,0.5357142857142857
2307,2642,1504478698317119498,2022-03-17 16:24:08,963495628545327104,stckpro,STCK.PRO,"$BRK-A $BRK-B NEW ARTICLE : Berkshire Hathaway shares rally past $500,000  https://t.co/Tf8NtwxK0v Get all the latest $BRK-A related news here :  https://t.co/TkhS4tNDPd",0,2,0,0,1,0,0,3,0,0,0,0,22,0.09659090909090909,0.5011363636363636
2308,2643,1504477977970499598,2022-03-17 16:21:16,914010794055966720,furanoat,Ryan,"$SII about to go to the moon?   my core position purchased in march 2020, also have may $55 calls.  Thinking this is going to be the Berkshire Hathaway of commodities  https://t.co/ZBXsHZmaJE",0,0,1,1,0,4,0,1,0,1,1,0,31,0.0,0.0
2309,2644,1504477683404599303,2022-03-17 16:20:06,3164098435,aaa02930,معظم وقتي لوحدي ,"Warren Buffett's Berkshire Hathaway hits a record stock price above $500,000 as investors bet on the 'Sage of Omaha'  https://t.co/P2BlhcctaB",0,1,0,0,0,0,0,0,0,0,0,0,20,0.0,0.1
2310,2645,1504477539888078848,2022-03-17 16:19:32,971803047742656513,mosellsfmhomes,"Maureen Bartelt, REALTOR","May you find much to be grateful for and happy about this #StPatricksDay. #celebrate  Berkshire Hathaway HomeServices Premier Properties 1815 38th St. S. Fargo, ND 58103  https://t.co/ItO9oR4kQq",0,0,1,0,0,0,2,0,0,1,1,0,27,0.5,0.6
2311,2646,1504477356508913674,2022-03-17 16:18:48,57247959,shanesimon,Shane Simon,Not liking my picks for Berkshire Hathaway 😒  https://t.co/7I8X0HEG94,0,0,1,0,0,0,0,0,0,1,1,0,9,0.0,0.0
2312,2647,1504476173711003664,2022-03-17 16:14:06,1235263102121160704,johnfheerdinkjr,"John F. Heerdink, Jr.",#Buffett Buys Again: Berkshire Hathaway Boosts Its Stake in Occidental Petroleum $OXI to 14.6%  https://t.co/yp1vTKSHAE $INVO,0,1,0,0,3,3,1,2,0,0,0,0,16,0.0,0.0
2313,2648,1504474501546881027,2022-03-17 16:07:27,1340511712131174403,nxtgenmoney,Santanu B. ⚡️,Berkshire Hathaway Class A shares closed above a half-million dollars for the first time. 40% of the portfolio money is invested in Apple.  #investing,0,0,0,0,0,5,1,0,0,0,0,0,24,0.049999999999999996,0.17777777777777778
2314,2649,1504474354263879699,2022-03-17 16:06:52,534740491,meggoetzmoney,Megan Goetz,"@ngocbbuii Hahah I work for a Berkshire Hathaway company. We don't like ""do lunch"" or anything. That used to be part of the win was also getting lunch with him and I always wondered what my first question would be. ""So...you're like good at money then?""",0,0,0,0,0,1,0,0,0,0,0,1,46,0.5833333333333334,0.4444444444444445
2315,2650,1504474027351429135,2022-03-17 16:05:34,864294010625572865,bhhssynergy,BHHS Synergy Realty Group,"Sometimes, finding the right home feels like finding a four-leaf clover. But when you’ve got a Berkshire Hathaway HomeServices network agent who knows where to look, we think you’ll find it.  Let us help you find your lucky charm! #happystpatricksday #stpattys #saintpatricksday  https://t.co/qfFPeqH15h",0,0,1,0,0,0,3,0,0,1,1,0,43,0.35119047619047616,0.6845238095238095
2316,2651,1504473871566589969,2022-03-17 16:04:57,1222985928031068165,robert46989257,Robert,@Freedom88016266 His annual reports. Berkshire Hathaway AR is a good start. You can download on their Website.,0,0,0,0,0,0,0,0,0,0,0,1,17,0.7,0.6000000000000001
2317,2652,1504472984983011341,2022-03-17 16:01:26,174979120,kgosikevin,KevCare,"@TeamProsper_ Had it not been for Warren Buffet investing in Microsoft under Berkshire Hathaway at its early stages, MS wouldn't have pushed quick enough  Steve Jobs also a friend of BG needed him to build MS office integrated for Apple Mac...   Relationships matter... A lot.",0,0,0,0,1,2,0,0,0,0,0,1,45,0.14444444444444446,0.43333333333333335
2318,2653,1504471481727610885,2022-03-17 15:55:27,971803047742656513,mosellsfmhomes,"Maureen Bartelt, REALTOR","Finally - open the door to a place you and your family will love to call home. #newhome #homesforsale   https://t.co/YW509hPq4v  Berkshire Hathaway HomeServices Premier Properties 1815 38th St. S. Fargo, ND 58103  https://t.co/2HufZXQ9hX",0,1,1,0,0,0,2,0,0,1,1,0,33,0.25,0.55
2319,2655,1504471202290561024,2022-03-17 15:54:21,1203153101441634309,goodletterco,Good Letter,"Letter to shareholders 1990 from Berkshire Hathaway by Warren E. Buffett 📄 Last year we made a prediction: ""A reduction [in Berkshire's net worth] is almost certain in at least one of the next three years.""  https://t.co/ig5WCzrC27",0,1,0,0,0,0,0,0,0,0,0,0,37,0.035714285714285705,0.18968253968253967
2320,2656,1504471134124707846,2022-03-17 15:54:04,82847054,sandandland,Beth Livers,Check out this property just listed in 32963  Sand &amp; Land Team Berkshire Hathaway HomeServices - Florida Realty  https://t.co/Sj8A5L6XvA  https://t.co/HydvIFNhoH,0,1,1,0,0,0,0,0,0,1,1,0,20,0.0,0.0
2321,2657,1504470624814600200,2022-03-17 15:52:03,769261085060960256,gigilockberg,Gail Lockberg,"Sometimes, finding the right home feels like finding a four-leaf clover. But when you’ve got a Berkshire Hathaway HomeServices network agent who knows where to look, we think you’ll find it.  https://t.co/PHnttQGjQb",0,0,1,0,0,0,0,0,0,1,1,0,32,0.2857142857142857,0.5357142857142857
2322,2658,1504470285520543748,2022-03-17 15:50:42,281501880,_luigimarino,Luigi Marino,"Buffett doesn't stop buying assets: Berkshire Hathaway disclosed that it raised its stake in Occidental Petroleum to 14.6% with purchases of 18.1 million more shares this week, according to a filing released late Wednesday  #WarrenBuffett #investing #BerkshireHathaway #trading",0,0,0,0,0,2,4,0,0,0,0,0,38,0.1,0.55
2323,2660,1504467178233516032,2022-03-17 15:38:21,213513068,theleightshow,Leighton Griffith,"Simply amazing in Fargo. Move into this 5 BD/ 3 BA now! Call/text/DM me today!   https://t.co/kffRVrmznT  Berkshire Hathaway HomeServices Premier Properties 1815 38th St. S. Fargo, ND 58103  https://t.co/qyGTRrppVQ",0,1,1,0,0,0,0,0,0,1,1,0,29,0.9375000000000001,0.9
